waterbody_name,stationid,year_yyyy,month_mm,day_of_month_dd,time_hhmm,time_of_day,surface_ph,surface_chla_ug_l,surface_tp_ug_l,secchi_depth_m,surface_temp_c,hypo_temp_c,thermocline_depth,NO2NO3_mgL,silica_mgL,dissolved_P_ugL,TKN_mgL,do_epi_mgL,do_hypo_mgL,conductivity_umho_cm,DOC_mgL,DIC_mgL,chloride_mgL,alkalinity_mgL,hardness_mgL,turbidity_NTU,TN_mgL,surf_or_int
Crystal Bog,deep hole,1987,10,20,NA,day,NA,10.533333333333333,NA,1.9,7.5,NA,NA,NA,NA,NA,NA,8.066666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1987,10,29,NA,day,5.609999999999999,8.933333333333334,13.5,2,5.1,NA,NA,0.027,277,NA,NA,8.066666666666666,NA,9,7.365,0.9650000000000001,0.265,1.025890725,NA,NA,0.5215,int
Crystal Bog,deep hole,1987,11,17,NA,day,NA,5.466666666666667,NA,2,5.066666666666666,NA,NA,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1988,1,20,NA,day,5.42,102.7,13,1.1,1.5,NA,0.5,0.056,329,NA,NA,9.7,NA,NA,NA,NA,NA,NA,NA,NA,0.796,int
Crystal Bog,deep hole,1988,2,29,NA,day,5.8,14.8,24,0.9,0.4,NA,0.5,0.075,548,NA,NA,7.6,NA,16,10.43,4.09,0.32,2.6022594,NA,NA,1.252,int
Crystal Bog,deep hole,1988,3,23,NA,day,5.39,5.1,14,1,1.1,NA,0.5,0.043,608,NA,NA,0.4,NA,NA,8.9,2.77,NA,NA,NA,NA,1.149,int
Crystal Bog,deep hole,1988,4,21,NA,day,5.59,5.15,20,1.1,7.050000000000001,NA,1.5,0.012,502,NA,NA,7.95,NA,12,7.31,1.89,0.42,1.5013035,NA,NA,0.837,int
Crystal Bog,deep hole,1988,5,11,NA,day,NA,6.4,NA,1.9,14.6,NA,1.5,NA,NA,NA,NA,8.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1988,5,23,NA,day,5.42,5.35,9,1.8,17.299999999999997,NA,1.5,0.079,35,NA,NA,7.5,NA,NA,7.55,0.63,NA,NA,NA,NA,0.67,int
Crystal Bog,deep hole,1988,6,08,NA,day,NA,7.699999999999999,NA,1.6,22.1,NA,1.5,NA,NA,NA,NA,4.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1988,6,22,NA,day,5.66,2.1,17,1.5,23.4,NA,1.5,0.045,262,NA,NA,3.0999999999999996,NA,NA,8.14,2.23,NA,NA,NA,NA,0.977,int
Crystal Bog,deep hole,1988,7,07,NA,day,NA,11.55,NA,0.8,24.65,NA,1.5,NA,NA,NA,NA,5.449999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1988,7,18,NA,day,5.81,7.7,16,1.1,23.75,NA,1.5,0.043,20,NA,NA,7.949999999999999,NA,NA,8.28,0.4,NA,NA,NA,NA,0.6,int
Crystal Bog,deep hole,1988,8,02,NA,day,NA,12.2,NA,1.3,24.25,NA,1.5,NA,NA,NA,NA,7.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1988,8,15,NA,day,5.55,10.8,17,1.4,23.299999999999997,NA,1.5,0,24,NA,NA,6.050000000000001,NA,9,7.88,0.93,0.31,NA,NA,NA,0.522,int
Crystal Bog,deep hole,1988,9,01,NA,day,NA,14.600000000000001,NA,1.7,18.266666666666666,NA,NA,NA,NA,NA,NA,6.433333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1988,9,14,NA,day,5.28,4.8,16,2.3,15.2,NA,NA,0.008,21,NA,NA,6.6000000000000005,NA,NA,8.684999999999999,1.425,NA,NA,NA,NA,0.508,int
Crystal Bog,deep hole,1988,9,26,NA,day,NA,4.2,NA,1.4,16.3,NA,0.5,NA,NA,NA,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1988,10,10,NA,day,5.305,4.433333333333334,12,1.7,10.033333333333333,NA,NA,0.0325,162,NA,NA,7.333333333333333,NA,NA,8.504999999999999,1.48,NA,NA,NA,NA,0.617,int
Crystal Bog,deep hole,1988,10,27,NA,day,NA,5.966666666666667,NA,1.9,3.7333333333333334,NA,NA,NA,NA,NA,NA,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1988,11,16,NA,day,5.215,11.9,13,2,3.9,NA,NA,0.07,110,NA,NA,10.4,NA,10,8.515,1.57,0.19,0.45039105,NA,NA,0.6065,int
Crystal Bog,deep hole,1989,1,19,NA,day,5.1,9.6,20,1,0.6,NA,0.5,0.094,196,NA,NA,9.7,NA,NA,11.83,2.78,NA,NA,NA,NA,0.874,int
Crystal Bog,deep hole,1989,2,21,NA,day,5.29,43.4,16,0.8,1,NA,0.5,0.056,299,NA,NA,7,NA,13,9.58,4.02,0.26,1.7014773,NA,NA,0.91,int
Crystal Bog,deep hole,1989,3,28,NA,day,5.06,2.55,31,0.9,0.7,NA,1.5,0.168,385,NA,NA,2.4499999999999997,NA,NA,11.59,3.83,NA,NA,NA,NA,1.178,int
Crystal Bog,deep hole,1989,5,04,NA,day,5.47,8.1,17,1.4,11.1,NA,0.5,0.032,35,NA,NA,10.7,NA,10,8.6,1.02,0.23,0.55047795,NA,NA,0.608,int
Crystal Bog,deep hole,1989,5,16,NA,day,NA,4.4,NA,1.4,15,NA,0.5,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1989,5,30,NA,day,5.22,9.8,15,1.6,16.05,NA,1.5,0.007,74,NA,NA,7.05,NA,NA,8.81,1.01,NA,NA,NA,NA,0.465,int
Crystal Bog,deep hole,1989,6,14,NA,day,NA,15,NA,1.5,14.6,NA,1.5,NA,NA,NA,NA,6.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1989,6,26,NA,day,5.22,11.899999999999999,26,1.5,20.3,NA,1.5,0.023,25,NA,NA,7.1,NA,NA,9.2,0.78,NA,NA,NA,NA,0.542,int
Crystal Bog,deep hole,1989,7,11,NA,day,NA,10.55,NA,1.6,23.799999999999997,NA,1.5,NA,NA,NA,NA,5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1989,7,26,NA,day,5.44,9.05,12,1.5,26.700000000000003,NA,1.5,0.003,48,NA,NA,5.35,NA,NA,8.99,0.36,NA,NA,NA,NA,0.469,int
Crystal Bog,deep hole,1989,8,09,NA,day,NA,7.65,NA,2,19.9,NA,1.5,NA,NA,NA,NA,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1989,8,23,NA,day,5.51,6.95,19,1.4,21.5,NA,1.5,0.002,89,NA,NA,7.55,NA,9,8.67,0.62,0.17,0.55047795,NA,NA,0.499,int
Crystal Bog,deep hole,1989,9,06,NA,day,NA,3.5,NA,1.5,21.2,NA,0.5,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1989,9,19,NA,day,5.51,12.850000000000001,11,1.4,15.75,NA,1.5,0.002,14,NA,NA,7.55,NA,NA,8.09,0.47,NA,NA,NA,NA,0.406,int
Crystal Bog,deep hole,1989,10,02,NA,day,NA,12.4,NA,1.4,10.6,NA,0.5,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1989,10,18,NA,day,5.285,5.133333333333334,8,1.5,7.533333333333333,NA,NA,0.0065,111,NA,NA,8.366666666666667,NA,NA,8.055,1.08,NA,NA,NA,NA,0.336,int
Crystal Bog,deep hole,1989,10,30,NA,day,NA,12.5,NA,1.5,11.2,NA,0.5,NA,NA,NA,NA,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1989,11,07,NA,day,5.265000000000001,7.433333333333334,15,1.9,3.7333333333333334,NA,NA,0.0205,169.5,NA,NA,11.033333333333333,NA,10,8.335,1.005,0.265,0.175152075,NA,NA,0.505,int
Crystal Bog,deep hole,1990,1,18,NA,day,5.32,1.6,16,1.1,1.4,NA,0.5,0.021,378,NA,NA,5.4,NA,NA,8.88,2.98,NA,NA,NA,NA,0.688,int
Crystal Bog,deep hole,1990,2,27,NA,day,5.3,1.9,19,0.8,0.9,NA,0.5,0.024,398,NA,NA,3.3,NA,13,8.68,3.46,0.29,0.65056485,NA,NA,0.711,int
Crystal Bog,deep hole,1990,3,28,NA,day,5.22,3.6,16,1.1,3,NA,0.5,0.036,422,NA,NA,2.5,NA,NA,8.9,4.12,NA,NA,NA,NA,0.63,int
Crystal Bog,deep hole,1990,5,02,NA,day,5.24,7.4,14,0.9,13,NA,0.5,0.026,138,NA,NA,8.6,NA,11,8.77,1.12,0.24,0.45039105,NA,NA,0.531,int
Crystal Bog,deep hole,1990,5,15,NA,day,NA,6.4,NA,1.3,12.100000000000001,NA,1.5,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1990,5,30,NA,day,5.14,4.1,7,2,17.5,NA,1.5,0,18,NA,NA,8.399999999999999,NA,NA,8.88,0.63,NA,NA,NA,NA,0.355,int
Crystal Bog,deep hole,1990,6,11,NA,day,NA,8.3,NA,1.9,18,NA,1.5,NA,NA,NA,NA,7.699999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1990,6,25,NA,day,5.15,1.7,10,2,19.65,NA,1.5,0.002,55,NA,NA,7.1,NA,NA,8.71,0.62,NA,NA,NA,NA,0.34,int
Crystal Bog,deep hole,1990,7,11,NA,day,NA,NA,NA,1.9,21.200000000000003,NA,1.5,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1990,7,25,NA,day,5.37,6,10,1.6,22.950000000000003,NA,1.5,0,274,NA,NA,7.3500000000000005,NA,NA,8.29,0.35,NA,NA,NA,NA,0.385,int
Crystal Bog,deep hole,1990,8,06,NA,day,NA,5.05,NA,1.5,20.65,NA,1.5,NA,NA,NA,NA,6.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1990,8,20,NA,day,5.26,NA,25,1.6,20.7,NA,0.5,0,719,NA,NA,5.8,NA,11,8.06,1.29,0.19,0.45039105,NA,NA,0.556,int
Crystal Bog,deep hole,1990,9,04,NA,day,NA,1.4,NA,2,21.9,NA,0.5,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1990,9,17,NA,day,5.275,37.13333333333333,16.5,1.6,15.666666666666666,NA,NA,0.002,933.5,NA,NA,5.2,NA,NA,8.739999999999998,1.635,NA,NA,NA,NA,0.4305,int
Crystal Bog,deep hole,1990,10,03,NA,day,NA,7.066666666666667,NA,1.4,12.766666666666667,NA,NA,NA,NA,NA,NA,7.3999999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1990,10,15,NA,day,5.235,11.666666666666666,12,1.8,8.5,NA,NA,0,356.5,NA,NA,8.533333333333333,NA,NA,8.675,0.98,NA,NA,NA,NA,0.427,int
Crystal Bog,deep hole,1990,10,30,NA,day,NA,4.5,NA,2,6.1,NA,0.5,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1990,11,08,NA,day,5.105,3.933333333333333,13,1.8,3.1,NA,NA,0.0185,275,NA,NA,8.9,NA,12,9,1.225,0.285,0.3002607,NA,NA,0.451,int
Crystal Bog,deep hole,1991,1,15,NA,day,5.15,2,22,1.3,-0.1,NA,0.5,0.046,466,NA,NA,14,NA,NA,12.65,1.69,NA,NA,NA,NA,0.805,int
Crystal Bog,deep hole,1991,2,18,NA,day,5.16,20.7,27,1,-1.5,NA,0.5,0.041,480,NA,NA,9.3,NA,14,10.77,1.91,0.22,0.45039105,NA,NA,0.857,int
Crystal Bog,deep hole,1991,3,22,NA,day,5.2,31.55,28,1.1,2,NA,1.5,0.042,551,NA,NA,4.1,NA,NA,10.6,3.25,NA,NA,NA,NA,1.004,int
Crystal Bog,deep hole,1991,5,09,NA,day,5.08,16,12,1.1,9.9,NA,0.5,0.025,233,NA,NA,8.8,NA,11,8.75,0.96,0.26,NA,NA,NA,0.486,int
Crystal Bog,deep hole,1991,5,21,NA,day,NA,3.2,NA,1.5,21.9,NA,0.5,NA,NA,NA,NA,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1991,6,03,NA,day,5.26,2.2,9,1.3,26.1,NA,0.5,0.005,38,NA,NA,7.6,NA,NA,8.27,0.49,NA,NA,NA,NA,0.292,int
Crystal Bog,deep hole,1991,6,17,NA,day,NA,2.9,NA,1.3,22.35,NA,1.5,NA,NA,NA,NA,5.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1991,7,02,NA,day,5.19,9.35,9,1.7,23.049999999999997,NA,1.5,0.002,105,NA,NA,6.9,NA,NA,8.34,0.58,NA,NA,NA,NA,0.331,int
Crystal Bog,deep hole,1991,7,16,NA,day,NA,6.949999999999999,NA,1.4,23.35,NA,1.5,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1991,7,31,NA,day,5.33,5.1,7,1,23.9,NA,0.5,0.003,192,NA,NA,8.1,NA,NA,8.9,0.59,NA,NA,NA,NA,0.211,int
Crystal Bog,deep hole,1991,8,12,NA,day,NA,NA,NA,1.7,22.45,NA,1.5,NA,NA,NA,NA,7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1991,8,26,NA,day,5.33,13.4,12,1.8,21.35,NA,1.5,0.001,223,NA,NA,6.65,NA,8,8.49,0.77,0.72,0.45039105,NA,NA,0.293,int
Crystal Bog,deep hole,1991,9,10,NA,day,NA,21.049999999999997,NA,1.6,19.25,NA,1.5,NA,NA,NA,NA,7.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1991,9,25,NA,day,5.155,8.733333333333334,13.5,1.5,11.833333333333334,NA,NA,0.0015,123.5,NA,NA,7.566666666666666,NA,NA,8.280000000000001,1.0150000000000001,NA,NA,NA,NA,0.3575,int
Crystal Bog,deep hole,1991,10,08,NA,day,NA,6.2,NA,2.5,8.466666666666667,NA,NA,NA,NA,NA,NA,9.666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1991,10,29,NA,day,5.029999999999999,3.966666666666667,7,2.1,7.7,NA,NA,0.0105,67,NA,NA,10,NA,11,8.075,0.895,0.1,0.2001738,NA,NA,0.3405,int
Crystal Bog,deep hole,1992,1,15,NA,day,4.97,13.7,9,1.2,0.2,NA,0.5,0.046,184,NA,NA,8.8,NA,NA,NA,NA,NA,NA,NA,NA,0.434,int
Crystal Bog,deep hole,1992,2,25,NA,day,4.96,4.5,8,1.3,0.2,NA,0.5,0.069,237,NA,NA,4.7,NA,14,10.68,2.66,0.19,0.45039105,NA,NA,0.547,int
Crystal Bog,deep hole,1992,3,25,NA,day,4.51,9.5,8,1.1,0.3,NA,0.5,0.338,282,NA,NA,8.2,NA,NA,9.94,2.2,NA,NA,NA,NA,0.943,int
Crystal Bog,deep hole,1992,5,04,NA,day,5.19,26.15,11,1.2,10.5,NA,1.5,0.037,218,NA,NA,6.199999999999999,NA,10,7.8,1.5,0.21,0.15013035,NA,NA,0.435,int
Crystal Bog,deep hole,1992,5,21,NA,day,NA,4.9,NA,1.4,19.5,NA,0.5,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1992,6,04,NA,day,5.22,11.2,10,1.4,19.1,NA,1.5,0.002,29,NA,NA,6.9,NA,NA,8.07,0.94,NA,NA,NA,NA,0.393,int
Crystal Bog,deep hole,1992,6,16,NA,day,NA,8.8,NA,1.3,19.65,NA,1.5,NA,NA,NA,NA,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1992,7,08,NA,day,5.18,5.6,15,1.1,20.7,NA,0.5,0.003,177,NA,NA,8.4,NA,NA,9.59,0.46,NA,NA,NA,NA,0.507,int
Crystal Bog,deep hole,1992,7,15,NA,day,NA,4.85,NA,1.4,19.8,NA,1.5,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1992,7,27,NA,day,5.13,9.1,12,1.9,21.549999999999997,NA,1.5,0,230,NA,NA,7.7,NA,NA,9.1,0.58,NA,NA,NA,NA,0.439,int
Crystal Bog,deep hole,1992,8,13,NA,day,NA,5.4,NA,1.8,21.7,NA,0.5,NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1992,8,26,NA,day,5.07,4.5,9,2.1,20.5,NA,0.5,0.001,37,NA,NA,6.9,NA,9,8.11,0.86,0.19,NA,NA,NA,0.371,int
Crystal Bog,deep hole,1992,9,11,NA,day,NA,21.166666666666668,NA,1.8,14.466666666666667,NA,NA,NA,NA,NA,NA,7.233333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1992,9,23,NA,day,5.24,5.7,10,1.7,14.8,NA,0.5,0.001,75,NA,NA,8.3,NA,NA,8.19,0.66,NA,NA,NA,NA,0.374,int
Crystal Bog,deep hole,1992,10,07,NA,day,NA,29.53333333333333,NA,1.8,12.7,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1992,10,22,NA,day,5.029999999999999,1.9666666666666668,11,1.9,5.2,NA,NA,0.017333333333333333,239.33333333333334,NA,NA,8.333333333333334,NA,NA,8.773333333333333,1.2566666666666666,NA,NA,NA,NA,0.4775,int
Crystal Bog,deep hole,1992,11,05,NA,day,5.16,9.3,11,1.9,2.4,NA,0.5,0.027,231,NA,NA,9.9,NA,10,8.53,1,0.26,0.65056485,NA,NA,0.402,int
Crystal Bog,deep hole,1993,1,14,NA,day,5.05,68.3,15,1.1,1.1,NA,0.5,0.028,287,NA,NA,9.2,NA,NA,8.91,1.52,NA,NA,NA,NA,0.583,int
Crystal Bog,deep hole,1993,2,25,NA,day,5.08,8.1,17,0.8,0.8,NA,0.5,0.047,399,NA,NA,4.7,NA,13,NA,NA,0.3,0.95082555,NA,NA,0.71,int
Crystal Bog,deep hole,1993,3,23,NA,day,5.01,4.6,37,0.9,0.9,NA,0.5,0.034,539,NA,NA,0.1,NA,NA,10.83,5.15,NA,NA,NA,NA,0.903,int
Crystal Bog,deep hole,1993,5,04,NA,day,5.31,6.3,16,1.5,11,NA,0.5,0.04,200,NA,NA,9.3,NA,10,7.57,1.07,0.51,NA,NA,NA,0.496,int
Crystal Bog,deep hole,1993,5,19,NA,day,NA,8.45,NA,1.3,13.75,NA,1.5,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1993,6,03,NA,day,5.15,6.5,7,1.7,14.65,NA,1.5,0.018,11,NA,NA,8.75,NA,NA,8.39,0.76,NA,NA,NA,NA,0.335,int
Crystal Bog,deep hole,1993,6,15,NA,day,NA,3.95,NA,1.6,19.4,NA,1.5,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1993,7,01,NA,day,5.35,15.3,14,1.2,18.6,NA,0.5,0.004,18,NA,NA,8,NA,NA,8.68,0.67,NA,NA,NA,NA,0.369,int
Crystal Bog,deep hole,1993,7,12,NA,day,NA,9.65,NA,1.5,22.5,NA,1.5,NA,NA,NA,NA,7.449999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1993,7,29,NA,day,5.03,18.299999999999997,18,1.3,22.05,NA,1.5,0,57,NA,NA,7.6,NA,NA,NA,0.46,NA,NA,NA,NA,0.393,int
Crystal Bog,deep hole,1993,8,10,NA,day,NA,1.8,NA,1.5,25.5,NA,0.5,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1993,8,25,NA,day,5.01,1.5,8,1.9,26.8,NA,0.5,0.001,105,NA,NA,8,NA,8,7.69,0.38,0.39,0.2001738,NA,NA,0.245,int
Crystal Bog,deep hole,1993,9,09,NA,day,NA,19.8,NA,2.1,16.5,NA,NA,NA,NA,NA,NA,6.833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1993,9,20,NA,day,4.92,19.666666666666664,15.5,1.5,13.8,NA,NA,0.003,114,NA,NA,7.933333333333334,NA,NA,8.045,0.9299999999999999,NA,NA,NA,NA,0.346,int
Crystal Bog,deep hole,1993,10,06,NA,day,NA,4,NA,1.9,13.3,NA,0.5,NA,NA,NA,NA,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1993,10,20,NA,day,4.94,2.2,16,1.7,8.2,NA,0.5,0,70,NA,NA,10,NA,NA,8.19,1.01,NA,NA,NA,NA,0.345,int
Crystal Bog,deep hole,1993,11,02,NA,day,4.949999999999999,7.233333333333333,13.5,1.7,3.9,NA,NA,0.002,82,NA,NA,10.233333333333333,NA,9,8.265,0.825,0.07500000000000001,0.8757603749999999,NA,NA,0.3465,int
Crystal Bog,deep hole,1994,1,17,NA,day,4.91,36,19,1.3,0.2,NA,0.5,0.035,118,NA,NA,9.1,NA,NA,9.05,1.37,NA,NA,NA,NA,0.434,int
Crystal Bog,deep hole,1994,2,23,NA,day,5.01,4.8,28,1,1,NA,0.5,0.038,243,NA,NA,4.1,NA,12,10.24,3.95,0.27,0.3002607,NA,NA,0.551,int
Crystal Bog,deep hole,1994,3,30,NA,day,5.07,13.2,17,0.6,0.7,NA,0.5,0.015,443,NA,NA,0.8,NA,NA,8.45,4.64,NA,NA,NA,NA,0.605,int
Crystal Bog,deep hole,1994,5,02,NA,day,5.22,8.1,30,1.5,11,NA,0.5,0.003,38,NA,NA,9,NA,9,8.23,1.37,0.19,0.35030415,NA,NA,0.408,int
Crystal Bog,deep hole,1994,5,19,NA,day,NA,6.6000000000000005,NA,1.8,14.6,NA,1.5,NA,NA,NA,NA,8.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1994,6,06,NA,day,5.06,5.800000000000001,8,2.4,20.200000000000003,NA,1.5,0.005,20,NA,NA,7.2,NA,NA,7.88,0.98,NA,NA,NA,NA,0.321,int
Crystal Bog,deep hole,1994,6,14,NA,day,NA,8.85,NA,1.6,20.9,NA,1.5,NA,NA,NA,NA,7.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1994,6,29,NA,day,4.91,22.1,15,1.3,22,NA,1.5,0.006,50,NA,NA,5.85,NA,NA,8.34,1.26,NA,NA,NA,NA,0.545,int
Crystal Bog,deep hole,1994,7,11,NA,day,NA,29.8,NA,1.5,21.05,NA,1.5,NA,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1994,7,26,NA,day,4.46,9.7,20,1.5,21.75,NA,1.5,0.002,6,NA,NA,7.85,NA,NA,8.32,0.94,NA,NA,NA,NA,0.772,int
Crystal Bog,deep hole,1994,8,11,NA,day,NA,63.5,NA,1.5,20.9,NA,0.5,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1994,8,22,NA,day,4.82,27.799999999999997,2,1.3,20.05,NA,1.5,0.003,33,NA,NA,7.65,NA,8,7.97,0.51,0.07,NA,NA,NA,0.227,int
Crystal Bog,deep hole,1994,9,08,NA,day,NA,4.3,NA,1.5,20.5,NA,0.5,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1994,9,20,NA,day,5.01,12,11,1.3,19.55,NA,1.5,0,126,NA,NA,7.449999999999999,NA,NA,7.99,0.75,NA,NA,NA,NA,0.369,int
Crystal Bog,deep hole,1994,10,04,NA,day,NA,33.2,NA,1.2,12.066666666666666,NA,NA,NA,NA,NA,NA,7.233333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1994,10,20,NA,day,5.15,27.799999999999997,10.5,1.4,11.366666666666667,NA,NA,0.0015,328.5,NA,NA,8.466666666666667,NA,NA,8.165,0.895,NA,NA,NA,NA,0.3355,int
Crystal Bog,deep hole,1994,11,02,NA,day,NA,22.6,NA,1.4,6.533333333333333,NA,NA,NA,NA,NA,NA,10.133333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1994,11,15,NA,day,5.06,19.7,12,1.4,5.7,NA,0.5,0.003,448,NA,NA,10.6,NA,8,7.84,0.72,0.05,0.35030415,NA,NA,0.367,int
Crystal Bog,deep hole,1995,1,12,NA,day,4.99,40.2,31,1,1,NA,0.5,0.009,800,NA,NA,16.3,NA,NA,11.68,0.73,NA,NA,NA,NA,0.771,int
Crystal Bog,deep hole,1995,2,15,NA,day,5.19,50.4,29,1,0.5,NA,0.5,0.003,924,NA,NA,5.5,NA,10,10.04,2.81,0.12,1.5013035,NA,NA,0.768,int
Crystal Bog,deep hole,1995,3,20,NA,day,5.07,13.3,3,1.3,1.2,NA,0.5,0.126,332,NA,NA,8.7,NA,NA,4.45,1.69,NA,NA,NA,NA,0.501,int
Crystal Bog,deep hole,1995,5,02,NA,day,5.3,NA,11,1.5,8.25,NA,1.5,0.01,353,NA,NA,9.8,NA,8,8.14,1.02,0.13,1.000869,NA,NA,0.35,int
Crystal Bog,deep hole,1995,5,17,NA,day,NA,7.35,NA,1.4,14.2,NA,1.5,NA,NA,NA,NA,8.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1995,6,02,NA,day,5.25,6.4,10,1.7,20,NA,0.5,0.003,71,NA,NA,8,NA,NA,7.85,0.72,NA,NA,NA,NA,0.288,int
Crystal Bog,deep hole,1995,6,12,NA,day,NA,8.399999999999999,NA,1.3,16.8,NA,1.5,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1995,6,27,NA,day,5.08,14.55,14,1.5,25.15,NA,1.5,0.001,165,NA,NA,5.65,NA,NA,8.73,1.07,NA,NA,NA,NA,0.524,int
Crystal Bog,deep hole,1995,7,12,NA,day,NA,5.2,NA,1.4,22.65,NA,1.5,NA,NA,NA,NA,8.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1995,7,24,NA,day,5.18,14.25,13,1.3,23.049999999999997,NA,1.5,0.006,242,NA,NA,7.65,NA,NA,9.42,0.48,NA,NA,NA,NA,0.442,int
Crystal Bog,deep hole,1995,8,07,NA,day,NA,8.649999999999999,NA,1.9,24.5,NA,1.5,NA,NA,NA,NA,6.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,int
Crystal Bog,deep hole,1995,8,22,NA,day,5.03,4.6,11,1.5,26.1,NA,0.5,0,15,NA,NA,7.4,NA,8,8.53,0.68,0.11,1.6514338499999999,NA,NA,0.391,int
